respondent_serial,respondent_id,country,yearbornin_1_slice,yearbornin_1_slice1,ageofrespondent,indicateage,gender,occstatus,levelsch,highestlevel,unisch,postgradsch,occupationindustry,occupation2,whichauthority,rankmostimptchild_1,rankmostimptchild_2,rankmostimptchild_3,livinginsg_1_slice,livinginsg_2_slice,livinginsg_3_slice,livinginsg_4_slice,vbc,sliderliberty_1_slice,maritialstatus,children,noofchildren,childage,personalincome,hhi,socialnetwork_1_slice,socialnetwork_2_slice,socialnetwork_3_slice,socialnetwork_4_slice,socialnetwork_5_slice,socialnetwork_6_slice,socialnetwork_dp01,socialnetwork_dp02,socialnetwork_dp03,socialnetwork_dp04,socialnetwork_dp05,socialnetwork_dp06,socialnetwork_dp07,socialnetwork_dp08,socialnetwork_dp09,socialnetwork_dp10,q20_q211,q20_q212,q20_q213,q20_q214,ban_age,ban_gender,ban_personal_inc,ban_mhi,ban_q18_q191,ban_q18_q192,ban_q18_q193,ban_q18_q194,ban_education1,ban_education2,ban_education3,ban_education4,ban_occupation_status1,ban_occupation_status2,ban_occupation_status3,ban_occupation_status4,ban_occupation_status5,ban_occupation_status6,ban_occupation_status7,ban_occupation_status8,ban_occupation_status9,ban_occupation_role1,ban_occupation_role2,ban_occupation_role3,ban_occupation_role4,ban_occupation_role5,ban_occupation_role6,ban_occupation_role7,ban_occupation_role8,ban_marital,ban_children1,ban_children2,ban_children3,ban_children4,ban_no_ofchildren,ban_age_youngest,ban_q28,ban_q30_1,ban_q30_2,ban_q30_3,ban_q30_4,ban_q32,ban_q431,ban_q432,ban_q433,ban_q434,ban_q435,ban_q436,ban_q437,md_segment
231,GEN24_2306,Singapore,1950,71,71,65 years old and above,Male,Retiree,-,Secondary school,-,-,Singapore Public Service/ Government employees,Middle Management (Department/ Functional Senior Manager or Manager),"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,3,2,Agree,Disagree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Married,Yes,3,22 years or older,No personal income,No household income,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,-,-,-,-,65 yo +,Male,Low (below $3k),Low (below $4k),Yes,No,No,No,-,-,-,-,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,B2B,T2B,T2B,B2B,No,No,Yes,No,No,Yes,No,Harm_Care
254,GEN24_2307,Singapore,1991,30,30,25-34 years old,Female,Employee (working full-time in public service),-,Secondary school,-,-,Singapore Public Service/ Government employees,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",4,Married,No,-,-,"$2,000-$2,999",Prefer not to answer,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,-,-,-,-,25-34 yo,Female,Low (below $3k),-,Yes,No,No,No,-,-,-,-,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Married,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",B2B,B2B,B2B,B2B,T2B,No,No,Yes,No,No,Yes,No,Fairness_Cheating
260,GEN24_2308,Singapore,1991,30,30,25-34 years old,Female,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Private Institution in Singapore that offers degrees from overseas universities,-,Financial and Insurance Activities,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,3,2,Agree,Agree,Neutral,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Single,No,-,-,"$2,000-$2,999","$3,000-$3,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,25-34 yo,Female,Low (below $3k),Low (below $4k),No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,Neutral,T2B,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
266,GEN24_2309,Singapore,1955,66,66,65 years old and above,Male,Retiree,-,Polytechnic,-,-,Other Service Activities,"Blue Collar Unskilled (Labourer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,3,2,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",2,Married,Yes,1,22 years or older,No personal income,"$4,000-$5,999",Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,-,-,-,-,65 yo +,Male,Low (below $3k),Medium ($4k to $9.9k),No,No,Yes,No,-,-,-,-,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,1 child,Net- 18 yo+,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",B2B,T2B,B2B,T2B,B2B,No,No,Yes,No,No,Yes,No,Fairness_Cheating
275,GEN24_2310,Singapore,1995,26,26,25-34 years old,Male,Employee (working full-time in private sector),-,Polytechnic,-,-,Other Service Activities,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",2,1,3,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Single,No,-,-,"$2,000-$2,999",Prefer not to answer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,-,-,-,-,25-34 yo,Male,Low (below $3k),-,No,No,Yes,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,Yes,No,No,No,Yes,Harm_Care
282,GEN24_2311,Singapore,1987,34,34,25-34 years old,Female,Part-time student (i.e. adult learners who are pursuing further studies or training as part of Continuing Education and,"University undergraduate (i.e., general/honours degree)","University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Education,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,3,1,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,No,-,-,"$1,000-$1,999",Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,25-34 yo,Female,Low (below $3k),-,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Married,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
514,GEN24_2312,Singapore,1992,29,29,25-34 years old,Male,Employee (working full-time in private sector),-,Polytechnic,-,-,Accommodation and Food Service Activities,Middle Management (Department/ Functional Senior Manager or Manager),"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,3,2,Neutral,Neutral,Disagree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Single,No,-,-,"$6,000-$7,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,25-34 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,Yes,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",Neutral,Neutral,B2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Liberty_Oppression
516,GEN24_2313,Singapore,1990,31,31,25-34 years old,Female,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Education,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,1,3,Agree,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,No,-,-,Prefer not to answer,Prefer not to answer,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,25-34 yo,Female,-,-,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Married,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,Neutral,Neutral,Neutral,No,No,Yes,No,No,Yes,No,Harm_Care
519,GEN24_2314,Singapore,1972,49,49,45-54 years old,Female,Housewife / homemaker,-,Secondary school,-,-,Other Service Activities,"Blue Collar Unskilled (Labourer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,Yes,1,18 to 21 years old,No personal income,"$2,000-$2,999",Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,-,-,-,-,45-54 yo,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,1 child,Net- 18 yo+,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,T2B,T2B,B2B,No,Yes,No,No,No,No,Yes,Authority_Subversion
523,GEN24_2315,Singapore,1996,25,25,25-34 years old,Female,Full-time student,"University undergraduate (i.e., general/honours degree)","University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Manufacturing,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Neutral,Neutral,Neutral,Neutral,People should have the right to say what they want without being punished for it (or face any consequences),3,Single,No,-,-,Prefer not to answer,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,25-34 yo,Female,-,-,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,Yes,No,No,No,Yes,Harm_Care
534,GEN24_2317,Singapore,1988,33,33,25-34 years old,Female,Housewife / homemaker,-,"University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Education,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Strongly Agree,Agree,Strongly Agree,Strongly Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",1,Married,Yes,3,1 to 6 years old,"$2,000-$2,999","$6,000-$7,999",Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,25-34 yo,Female,Low (below $3k),Medium ($4k to $9.9k),No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,1 to 6 years old,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,B2B,No,No,Yes,No,No,Yes,No,Purity_Degradation
537,GEN24_2318,Singapore,1978,43,43,35-44 years old,Female,Employee (working full-time in private sector),-,Secondary school,-,-,Manufacturing,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,Yes,2,1 to 6 years old,"$2,000-$2,999","$4,000-$5,999",Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,-,-,-,-,35-44 yo,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,1 to 6 years old,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,Yes,No,No,Yes,No,Fairness_Cheating
540,GEN24_2319,Singapore,1959,62,62,55-64 years old,Female,Employee (working full-time in private sector),-,Secondary school,-,-,Wholesale and Retail Trade,"Blue Collar Unskilled (Labourer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,3,2,Strongly Agree,Neutral,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,Yes,3,22 years or older,Prefer not to answer,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,55-64 yo,Female,-,-,Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,Neutral,T2B,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Harm_Care
541,GEN24_2320,Singapore,1979,42,42,35-44 years old,Female,Employee (working full-time in public service),-,Polytechnic,-,-,Singapore Public Service/ Government employees,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,Yes,2,7 to 12 years old,"$2,000-$2,999","$3,000-$3,999",No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,-,-,-,-,35-44 yo,Female,Low (below $3k),Low (below $4k),No,No,Yes,No,-,-,-,-,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,7 to 12 years old,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,Neutral,Neutral,Neutral,Yes,No,No,No,No,No,Yes,Fairness_Cheating
703,GEN24_2322,Singapore,1951,70,70,65 years old and above,Male,Employee (working full-time in private sector),-,Secondary school,-,-,Construction,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",3,2,1,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Divorced / Widowed / Separated,Yes,1,22 years or older,"$4,000-$5,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,65 yo +,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Divorced/ Widowed/ Separated,Yes,No,No,No,1 child,Net- 18 yo+,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
707,GEN24_2324,Singapore,1964,57,57,55-64 years old,Female,Employee (working full-time in public service),-,Secondary school,-,-,Singapore Public Service/ Government employees,"Non-management (Clerical/ Technical staff, General Worker)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",2,1,3,Agree,Agree,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Married,Yes,5 and more,13 to 17 years old,"$2,000-$2,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,55-64 yo,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Married,Yes,No,No,No,Net - More than 3 children,13 to 17 years old,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,T2B,T2B,Neutral,T2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
711,GEN24_2325,Singapore,1959,62,62,55-64 years old,Male,Employee (working full-time in public service),-,Secondary school,-,-,Singapore Public Service/ Government employees,"Blue Collar Skilled (Technician, Taxi Driver, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",2,1,3,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",5,Married,Yes,2,22 years or older,"$3,000-$3,999","$3,000-$3,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,55-64 yo,Male,Medium ($3k to $7.9k),Low (below $4k),Yes,No,No,No,-,-,-,-,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",Neutral,T2B,T2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Loyal_betrayal
721,GEN24_2326,Singapore,1980,41,41,35-44 years old,Female,Housewife / homemaker,-,"University undergraduate (i.e., general/honours degree)",Overseas Institutions outside Singapore,-,Manufacturing,"Blue Collar Unskilled (Labourer, etc.)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",2,1,3,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Married,Yes,2,7 to 12 years old,No personal income,"$3,000-$3,999",Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,35-44 yo,Female,Low (below $3k),Low (below $4k),No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,7 to 12 years old,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,T2B,T2B,T2B,T2B,No,No,Yes,No,No,Yes,No,Authority_Subversion
727,GEN24_2327,Singapore,1988,33,33,25-34 years old,Female,Employee (working full-time in public service),-,Polytechnic,-,-,Singapore Public Service/ Government employees,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Married,Yes,4,1 to 6 years old,"$2,000-$2,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,25-34 yo,Female,Low (below $3k),Medium ($4k to $9.9k),No,No,Yes,No,-,-,-,-,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,Net - More than 3 children,1 to 6 years old,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,Neutral,Neutral,T2B,No,No,No,Yes,No,Yes,No,Harm_Care
733,GEN24_2329,Singapore,1985,36,36,35-44 years old,Male,Employee (working full-time in private sector),-,ITE/Vocational Institute,-,-,Other Service Activities,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",5,Married,Yes,1,13 to 17 years old,"$3,000-$3,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,35-44 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,Yes,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,1 child,13 to 17 years old,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
971,GEN24_2331,Singapore,1956,65,65,65 years old and above,Female,Housewife / homemaker,-,None or Primary school,-,-,Manufacturing,"Blue Collar Unskilled (Labourer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",2,1,3,Agree,Neutral,Agree,Disagree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",5,Divorced / Widowed / Separated,Yes,3,22 years or older,No personal income,"$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,-,-,-,-,65 yo +,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Divorced/ Widowed/ Separated,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,Neutral,T2B,B2B,T2B,No,No,Yes,No,No,No,Yes,Authority_Subversion
977,GEN24_2332,Singapore,1967,54,54,45-54 years old,Female,Employee (working full-time in private sector),-,Secondary school,-,-,Construction,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",3,2,1,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,Yes,2,22 years or older,"$6,000-$7,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,45-54 yo,Female,Medium ($3k to $7.9k),High ($10k and above),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Loyal_betrayal
978,GEN24_2333,Singapore,1956,65,65,65 years old and above,Male,Retiree,-,None or Primary school,-,-,Manufacturing,"Blue Collar Unskilled (Labourer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",3,2,1,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Married,Yes,2,22 years or older,No personal income,"$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,65 yo +,Male,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,T2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Harm_Care
986,GEN24_2336,Singapore,1960,61,61,55-64 years old,Male,Employee (working full-time in private sector),-,Secondary school,-,-,Other Service Activities,"Blue Collar Unskilled (Labourer, etc.)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",2,3,1,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,Yes,2,22 years or older,"$2,000-$2,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,55-64 yo,Male,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
987,GEN24_2337,Singapore,1983,38,38,35-44 years old,Male,Employee (working full-time in public service),-,"University postgraduate (e.g. MA, MSc., MBA, PhD)",-,Local University in Singapore,Singapore Public Service/ Government employees,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,3,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Married,Yes,2,1 to 6 years old,"$4,000-$5,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,35-44 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,1 to 6 years old,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
988,GEN24_2338,Singapore,1957,64,64,55-64 years old,Male,Employee (working full-time in private sector),-,Secondary school,-,-,Transportation and Storage,"Blue Collar Skilled (Technician, Taxi Driver, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,3,2,Neutral,Neutral,Agree,Neutral,People should have the right to say what they want without being punished for it (or face any consequences),4,Divorced / Widowed / Separated,Yes,3,22 years or older,"$1,000-$1,999","$4,000-$5,999",No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,-,-,-,-,55-64 yo,Male,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Divorced/ Widowed/ Separated,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",Neutral,Neutral,T2B,Neutral,T2B,No,No,Yes,No,No,Yes,No,Fairness_Cheating
991,GEN24_2339,Singapore,1952,69,69,65 years old and above,Female,Employee (working full-time in private sector),-,None or Primary school,-,-,Wholesale and Retail Trade,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,1,2,Neutral,Neutral,Neutral,Disagree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Married,Yes,3,22 years or older,"Below $1,000","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,65 yo +,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,Neutral,B2B,T2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
