respondent_serial,respondent_id,yearbornin_1_slice,yearbornin_1_slice1,ageofrespondent,indicateage,gender,occstatus,highestlevel,occupationindustry,occupation2,whichauthority,rankmostimptchild_1,rankmostimptchild_2,rankmostimptchild_3,livinginsg_1_slice,livinginsg_2_slice,livinginsg_3_slice,livinginsg_4_slice,vbc,sliderliberty_1_slice,maritialstatus,children,personalincome,hhi,socialnetwork_1_slice,socialnetwork_2_slice,socialnetwork_3_slice,socialnetwork_4_slice,socialnetwork_5_slice,socialnetwork_6_slice,socialnetwork_dp01,socialnetwork_dp02,socialnetwork_dp03,socialnetwork_dp04,socialnetwork_dp05,socialnetwork_dp06,socialnetwork_dp07,socialnetwork_dp08,socialnetwork_dp09,socialnetwork_dp10,ban_age,ban_gender,ban_personal_inc,ban_mhi,ban_q18_q191,ban_q18_q192,ban_q18_q193,ban_q18_q194,ban_occupation_status1,ban_occupation_status2,ban_occupation_status3,ban_occupation_status4,ban_occupation_status5,ban_occupation_status6,ban_occupation_status7,ban_occupation_status8,ban_occupation_status9,ban_occupation_role1,ban_occupation_role2,ban_occupation_role3,ban_occupation_role4,ban_occupation_role5,ban_occupation_role6,ban_occupation_role7,ban_occupation_role8,ban_marital,ban_children1,ban_children2,ban_children3,ban_children4,ban_q28,ban_q30_1,ban_q30_2,ban_q30_3,ban_q30_4,ban_q32,ban_q431,ban_q432,ban_q433,ban_q434,ban_q435,ban_q436,ban_q437,md_segment
566,GEN24_3459,1955,66,66,65 years old and above,Female,Retiree,None or Primary school,Transportation and Storage,"Non-management (Clerical/ Technical staff, General Worker)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,Yes,"$1,000-$1,999",Prefer not to answer,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,65 yo +,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,Neutral,Neutral,Neutral,Yes,No,No,No,No,No,Yes,Purity_Degradation
572,GEN24_3460,1977,44,44,35-44 years old,Female,Employee (working full-time in public service),"University postgraduate (e.g. MA, MSc., MBA, PhD)",Singapore Public Service/ Government employees,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,1,3,Agree,Neutral,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,No,"$6,000-$7,999","$15,000-$19,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,35-44 yo,Female,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Married,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,T2B,Neutral,B2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
609,GEN24_3462,1969,52,52,45-54 years old,Male,Employee (working full-time in private sector),Polytechnic,Information and Communications,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Neutral,Disagree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,Yes,"$6,000-$7,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,45-54 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,B2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
615,GEN24_3465,1989,32,32,25-34 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Financial and Insurance Activities,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Single,No,"$4,000-$5,999","$15,000-$19,999",Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,25-34 yo,Female,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,Yes,No,No,Yes,No,Purity_Degradation
648,GEN24_3469,1982,39,39,35-44 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Information and Communications,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Agree,Agree,People should have the right to say what they want without being punished for it (or face any consequences),3,Married,Yes,"$6,000-$7,999","$20,000-$29,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,35-44 yo,Female,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,Yes,No,No,No,Yes,Purity_Degradation
660,GEN24_3474,1981,40,40,35-44 years old,Female,Employee (working full-time in private sector),"University postgraduate (e.g. MA, MSc., MBA, PhD)","Professional, Scientific and Technical Activities",Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Single,No,"$6,000-$7,999",Prefer not to answer,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,35-44 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,Neutral,Neutral,T2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
666,GEN24_3476,1976,45,45,45-54 years old,Male,Employee (working full-time in private sector),None or Primary school,Other Service Activities,"Non-management (Clerical/ Technical staff, General Worker)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,People should have the right to say what they want without being punished for it (or face any consequences),3,Married,Yes,"$2,000-$2,999","$2,000-$2,999",No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,45-54 yo,Male,Low (below $3k),Low (below $4k),Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,Yes,No,No,No,No,Yes,Fairness_Cheating
670,GEN24_3478,1984,37,37,35-44 years old,Female,Employee (working full-time in private sector),"University postgraduate (e.g. MA, MSc., MBA, PhD)",Education,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",5,Married,Yes,"$2,000-$2,999","$2,000-$2,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,35-44 yo,Female,Low (below $3k),Low (below $4k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Married,Yes,No,No,No,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,T2B,T2B,T2B,T2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
678,GEN24_3479,1975,46,46,45-54 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Transportation and Storage,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Married,Yes,"$4,000-$5,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,45-54 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,Neutral,T2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
682,GEN24_3480,1958,63,63,55-64 years old,Female,Housewife / homemaker,None or Primary school,Manufacturing,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Agree,Agree,People should have the right to say what they want without being punished for it (or face any consequences),4,Married,Yes,"Below $1,000","$1,000-$1,999",No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,55-64 yo,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,No,No,Yes,No,Yes,Harm_Care
673,GEN24_3482,1982,39,39,35-44 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Education,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,No,"$2,000-$2,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,35-44 yo,Female,Low (below $3k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Married,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
655,GEN24_3483,1997,24,24,16-24 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Health and Social Services,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Single,No,"$4,000-$5,999",Prefer not to answer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,16-24 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,Yes,No,No,No,Yes,Purity_Degradation
798,GEN24_3486,1988,33,33,25-34 years old,Male,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)","Electricity, Gas, Steam and Air Conditioning Supply",Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Neutral,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Single,No,"$4,000-$5,999","$15,000-$19,999",No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,25-34 yo,Male,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,T2B,Neutral,T2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
799,GEN24_3487,1968,53,53,45-54 years old,Female,Employee (working full-time in private sector),None or Primary school,Manufacturing,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Agree,Agree,People should have the right to say what they want without being punished for it (or face any consequences),4,Married,Yes,"$1,000-$1,999","$3,000-$3,999",No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,45-54 yo,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,Yes,No,No,No,No,Yes,Loyal_betrayal
132,GEN24_3501,1967,54,54,45-54 years old,Female,Employee (working full-time in private sector),"University postgraduate (e.g. MA, MSc., MBA, PhD)",Other Service Activities,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Neutral,Neutral,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,Yes,"$2,000-$2,999",Prefer not to answer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,45-54 yo,Female,Low (below $3k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,Neutral,T2B,B2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
194,GEN24_3510,1947,74,74,65 years old and above,Male,Retiree,"University undergraduate (i.e., general/honours degree)",Transportation and Storage,Business owner/ Sole proprietor/ Self-employed,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",2,Married,Yes,No personal income,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,65 yo +,Male,Low (below $3k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Married,Yes,No,No,No,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
526,GEN24_3514,1984,37,37,35-44 years old,Female,Employee (working full-time in private sector),Secondary school,Transportation and Storage,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,No,"$4,000-$5,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,35-44 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,Neutral,Neutral,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
565,GEN24_3518,1979,42,42,35-44 years old,Male,Employee (working full-time in private sector),Polytechnic,Information and Communications,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Single,No,"$8,000- $9,999",Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,35-44 yo,Male,High ($8k and above),Medium ($4k to $9.9k),No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,No,Yes,No,Yes,No,Harm_Care
569,GEN24_3519,1947,74,74,65 years old and above,Female,Retiree,Secondary school,Health and Social Services,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Neutral,Neutral,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Divorced / Widowed / Separated,Yes,No personal income,No household income,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,65 yo +,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Divorced/ Widowed/ Separated,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,Neutral,T2B,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
571,GEN24_3520,1991,30,30,25-34 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Manufacturing,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,3,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Single,No,"$8,000- $9,999","$8,000- $9,999",No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,25-34 yo,Female,High ($8k and above),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Single,No,Yes,No,Yes,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,T2B,T2B,T2B,B2B,No,No,Yes,No,No,Yes,No,Harm_Care
713,GEN24_3521,1946,75,75,65 years old and above,Female,Housewife / homemaker,None or Primary school,Wholesale and Retail Trade,"Non-management (Clerical/ Technical staff, General Worker)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,3,2,Neutral,Agree,Agree,Neutral,People should have the right to say what they want without being punished for it (or face any consequences),2,Divorced / Widowed / Separated,Yes,No personal income,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,65 yo +,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Divorced/ Widowed/ Separated,Yes,No,No,No,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",Neutral,T2B,T2B,Neutral,B2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
718,GEN24_3523,1974,47,47,45-54 years old,Female,Housewife / homemaker,None or Primary school,Wholesale and Retail Trade,"Blue Collar Skilled (Technician, Taxi Driver, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Married,Yes,No personal income,"$3,000-$3,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,45-54 yo,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,Neutral,Neutral,T2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
726,GEN24_3525,1988,33,33,25-34 years old,Male,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Information and Communications,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,2,1,Strongly Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,Yes,"$4,000-$5,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,25-34 yo,Male,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
787,GEN24_3526,1960,61,61,55-64 years old,Male,Employee (working full-time in private sector),Secondary school,Education,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",3,Divorced / Widowed / Separated,No,"$3,000-$3,999","$3,000-$3,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,55-64 yo,Male,Medium ($3k to $7.9k),Low (below $4k),Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Divorced/ Widowed/ Separated,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,Yes,No,No,No,Yes,Fairness_Cheating
791,GEN24_3527,1940,81,81,65 years old and above,Female,Retiree,None or Primary school,Administrative and Support Service Activities,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Neutral,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Single,No,No personal income,No household income,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,65 yo +,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,T2B,Neutral,B2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
794,GEN24_3528,1982,39,39,35-44 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Manufacturing,Middle Management (Department/ Functional Senior Manager or Manager),"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,No,"$4,000-$5,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,35-44 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,No,Yes,No,Yes,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Harm_Care
801,GEN24_3530,1953,68,68,65 years old and above,Female,Housewife / homemaker,None or Primary school,Accommodation and Food Service Activities,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Neutral,Neutral,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,Yes,No personal income,No household income,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,65 yo +,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,Neutral,T2B,Neutral,No,No,Yes,No,No,No,Yes,Fairness_Cheating
1128,GEN24_3531,1965,56,56,55-64 years old,Female,Housewife / homemaker,None or Primary school,Transportation and Storage,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Divorced / Widowed / Separated,Yes,"Below $1,000","Below $1,000",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,55-64 yo,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Divorced/ Widowed/ Separated,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,Yes,No,No,No,Yes,Purity_Degradation
1130,GEN24_3532,1963,58,58,55-64 years old,Male,"Unemployed, for more than 1 week but less than 6 months",Polytechnic,Manufacturing,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Agree,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",2,Married,Yes,No personal income,"Below $1,000",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,55-64 yo,Male,Low (below $3k),Low (below $4k),No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,T2B,Neutral,Neutral,B2B,No,No,Yes,No,No,No,Yes,Harm_Care
1133,GEN24_3533,1964,57,57,55-64 years old,Male,"Unemployed, for more than 1 week but less than 6 months",Polytechnic,Manufacturing,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,2,1,Agree,Agree,Agree,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Divorced / Widowed / Separated,Yes,No personal income,No household income,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,55-64 yo,Male,Low (below $3k),Low (below $4k),No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Divorced/ Widowed/ Separated,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,Neutral,Neutral,No,No,Yes,No,No,No,Yes,Purity_Degradation
